address,high,open,low,close,type,volume,ts,currency,date
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1760788800,usd,2025-10-18
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1760832000,usd,2025-10-19
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1760875200,usd,2025-10-19
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1760918400,usd,2025-10-20
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1760961600,usd,2025-10-20
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761004800,usd,2025-10-21
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761048000,usd,2025-10-21
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761091200,usd,2025-10-22
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761134400,usd,2025-10-22
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761177600,usd,2025-10-23
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761220800,usd,2025-10-23
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761264000,usd,2025-10-24
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761307200,usd,2025-10-24
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761350400,usd,2025-10-25
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761393600,usd,2025-10-25
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761436800,usd,2025-10-26
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761480000,usd,2025-10-26
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761523200,usd,2025-10-27
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761566400,usd,2025-10-27
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761609600,usd,2025-10-28
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761652800,usd,2025-10-28
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761696000,usd,2025-10-29
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761739200,usd,2025-10-29
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761782400,usd,2025-10-30
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761825600,usd,2025-10-30
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761868800,usd,2025-10-31
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761912000,usd,2025-10-31
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761955200,usd,2025-11-01
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1761998400,usd,2025-11-01
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762041600,usd,2025-11-02
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762084800,usd,2025-11-02
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762128000,usd,2025-11-03
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762171200,usd,2025-11-03
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762214400,usd,2025-11-04
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762257600,usd,2025-11-04
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762300800,usd,2025-11-05
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762344000,usd,2025-11-05
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762387200,usd,2025-11-06
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762430400,usd,2025-11-06
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762473600,usd,2025-11-07
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762516800,usd,2025-11-07
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762560000,usd,2025-11-08
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762603200,usd,2025-11-08
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762646400,usd,2025-11-09
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762689600,usd,2025-11-09
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762732800,usd,2025-11-10
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762776000,usd,2025-11-10
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762819200,usd,2025-11-11
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762862400,usd,2025-11-11
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762905600,usd,2025-11-12
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762948800,usd,2025-11-12
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1762992000,usd,2025-11-13
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763035200,usd,2025-11-13
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763078400,usd,2025-11-14
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763121600,usd,2025-11-14
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763164800,usd,2025-11-15
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763208000,usd,2025-11-15
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763251200,usd,2025-11-16
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763294400,usd,2025-11-16
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763337600,usd,2025-11-17
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763380800,usd,2025-11-17
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763424000,usd,2025-11-18
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763467200,usd,2025-11-18
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763510400,usd,2025-11-19
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763553600,usd,2025-11-19
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763596800,usd,2025-11-20
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763640000,usd,2025-11-20
3nqVgEoGHaVE7Gy3HgjTN2agPStRMsATF3kCwahHEtiE,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,5.166213725519796e-06,12H,0,1763683200,usd,2025-11-21
